Area_SqFt,Rooms,Build_Year,Location,Street_Type,Furnishing,Property_Type,Has_Pool,Price,Property_Age,Price_per_SqFt
1591.210277,4.0,2018,Noida,Main Road,Furnished,Independent House,1,628948.0,6,395.2639126902773
1848.150189,6.0,1987,Lucknow,Residential Lane,Unfurnished,Independent House,1,520115.0,37,281.42463913142507
3242.820622,6.0,2011,Gurugram,Main Road,Unfurnished,Independent House,1,879873.0,13,271.3295314673745
2465.828655,4.0,2018,Delhi,Corner Plot,Furnished,Independent House,0,760151.0,6,308.27405564398396
3486.520923,4.0,1990,Indore,Residential Lane,Semi-Furnished,Villa,1,864560.0,34,247.9721243881375
1918.576793,6.0,1994,Jaipur,Main Road,Semi-Furnished,Apartment,0,496056.0,30,258.55415420945315
2085.963675,3.0,2001,Jaipur,Main Road,Unfurnished,Villa,0,607344.0,23,291.15751500322745
2249.67418,5.0,2020,Prayagraj,Highway Facing,Semi-Furnished,Apartment,0,543179.0,4,241.4478526841607
2486.276036,4.0,2015,Kanpur,Gated Society,Semi-Furnished,Apartment,0,613200.0,9,246.63391800475043
3130.818901,5.0,1995,Prayagraj,Gated Society,Unfurnished,Independent House,0,736310.0,29,235.1812810906497
2013.61878,6.0,2021,Kanpur,Highway Facing,Unfurnished,Apartment,0,508271.0,3,252.41669627256854
2131.642823,7.0,2013,Noida,Highway Facing,Semi-Furnished,Duplex,1,714091.0,11,334.9956157265658
1136.499627,7.0,1991,Delhi,Main Road,Semi-Furnished,Apartment,0,465512.0,33,409.60154226253877
1138.030883,6.0,2021,Lucknow,Highway Facing,Unfurnished,Independent House,0,400108.0,3,351.5792110538006
1923.03671,6.0,2020,Prayagraj,Main Road,Furnished,Apartment,0,544436.0,4,283.11264011179486
1568.131725,5.0,1990,Prayagraj,Gated Society,Furnished,Independent House,0,497873.0,34,317.4943737586841
1129.018536,5.0,2001,Indore,Corner Plot,Semi-Furnished,Duplex,1,481231.0,23,426.2383518564304
3367.114325,3.0,1999,Noida,Residential Lane,Semi-Furnished,Apartment,0,734398.0,25,218.109018320903
1661.735442,6.0,2011,Kanpur,Highway Facing,Semi-Furnished,Duplex,0,540625.0,13,325.3375876423054
1734.461134,7.0,1996,Prayagraj,Highway Facing,Semi-Furnished,Independent House,0,524265.0,28,302.26390763276686
1259.960045,4.0,2018,Gurugram,Corner Plot,Semi-Furnished,Duplex,1,556128.0,6,441.38542504337903
2618.012618,3.0,2021,Kanpur,Residential Lane,Semi-Furnished,Apartment,1,602547.0,3,230.15435290770625
2216.911171,4.0,2008,Prayagraj,Highway Facing,Semi-Furnished,Villa,1,620314.0,16,279.81003845101736
2444.05661,4.0,1996,Jaipur,Highway Facing,Unfurnished,Independent House,0,572811.0,28,234.3689575995541
2157.95518,5.0,1994,Kanpur,Highway Facing,Semi-Furnished,Independent House,0,554435.0,30,256.9260961203096
2197.034675,6.0,2012,Jaipur,Main Road,Unfurnished,Apartment,0,544181.0,12,247.6888536135644
1979.496644,3.0,2024,Gurugram,Residential Lane,Furnished,Apartment,0,573593.0,0,289.76709899387936
2439.380975,2.0,2003,Lucknow,Gated Society,Semi-Furnished,Villa,0,684385.0,21,280.5568326612041
2855.09722,3.0,1985,Delhi,Corner Plot,Furnished,Apartment,1,717183.0,39,251.19389804876766
1465.275678,3.0,1986,Kanpur,Main Road,Furnished,Duplex,0,451184.0,38,307.9174839070795
2812.248061,3.0,2023,Prayagraj,Highway Facing,Furnished,Villa,0,742729.0,1,264.10508030927224
1998.40895,3.0,2014,Noida,Residential Lane,Semi-Furnished,Apartment,0,531907.0,10,266.1652411034288
1867.16407,7.0,2023,Gurugram,Main Road,Semi-Furnished,Duplex,1,730677.0,1,391.32983102015237
1843.11985,4.0,2020,Prayagraj,Corner Plot,Semi-Furnished,Apartment,1,511734.0,4,277.6455367240497
1963.259269,2.0,1990,Kanpur,Gated Society,Semi-Furnished,Duplex,1,539480.0,34,274.787955171498
2369.700246,6.0,2001,Kanpur,Gated Society,Semi-Furnished,Duplex,0,679735.0,23,286.8442965085467
2108.854314,4.0,1994,Lucknow,Gated Society,Semi-Furnished,Duplex,0,593038.0,30,281.2133564955213
2296.346222,2.0,2023,Delhi,Residential Lane,Semi-Furnished,Apartment,0,574167.0,1,250.03503152060838
2461.57364,2.0,2007,Jaipur,Corner Plot,Semi-Furnished,Villa,1,667439.0,17,271.1432187744747
1646.963992,4.0,1990,Noida,Main Road,Semi-Furnished,Independent House,1,521881.0,34,316.87456588911266
3521.660005,3.0,2020,Lucknow,Corner Plot,Semi-Furnished,Apartment,1,808756.0,4,229.65192518634404
1263.953773,3.0,2021,Noida,Residential Lane,Furnished,Apartment,0,400808.0,3,317.10653392701255
2541.081829,5.0,2004,Delhi,Residential Lane,Unfurnished,Duplex,0,643518.0,20,253.24568168402732
2901.23756,7.0,2004,Delhi,Gated Society,Semi-Furnished,Apartment,0,812382.0,20,280.01223036696103
2174.556331,4.0,2001,Prayagraj,Highway Facing,Semi-Furnished,Apartment,0,491874.0,23,226.19510609495453
3004.36714,2.0,1993,Prayagraj,Gated Society,Furnished,Villa,0,775219.0,31,258.03071458170723
2138.680067,6.0,1985,Kanpur,Residential Lane,Unfurnished,Independent House,1,577915.0,39,270.2204078661757
3614.597425,4.0,1994,Kanpur,Residential Lane,Unfurnished,Apartment,0,668738.0,30,185.0103680633259
2562.834873,6.0,1992,Prayagraj,Gated Society,Furnished,Duplex,0,693793.0,32,270.7131104345637
1494.981728,7.0,1995,Lucknow,Corner Plot,Unfurnished,Apartment,1,419352.0,29,280.50643840377427
1468.112178,6.0,1990,Noida,Main Road,Semi-Furnished,Independent House,1,504057.0,34,343.33684275180775
2211.234035,7.0,2009,Indore,Residential Lane,Furnished,Duplex,0,643945.0,15,291.2152172983354
1887.450518,5.0,2007,Delhi,Residential Lane,Furnished,Apartment,0,586634.0,17,310.80761821592824
1928.710896,6.0,2016,Indore,Highway Facing,Semi-Furnished,Apartment,0,488661.0,8,253.3614555781511
2522.738558,5.0,2021,Delhi,Residential Lane,Furnished,Independent House,0,746353.0,3,295.85031617057484
1886.327263,4.0,1986,Delhi,Highway Facing,Semi-Furnished,Villa,0,610715.0,38,323.758772922957
2141.816668,3.0,2024,Indore,Residential Lane,Semi-Furnished,Apartment,1,567484.0,0,264.9545166393298
1477.206082,7.0,2001,Kanpur,Highway Facing,Semi-Furnished,Duplex,0,507577.0,23,343.60608596519444
2201.545784,7.0,1995,Lucknow,Highway Facing,Semi-Furnished,Apartment,0,591433.0,29,268.6444244304665
2364.418532,4.0,2005,Lucknow,Corner Plot,Semi-Furnished,Independent House,0,609185.0,19,257.64685556101875
1389.310846,3.0,2022,Jaipur,Corner Plot,Furnished,Apartment,0,400557.0,2,288.31344774515634
1860.382064,5.0,1986,Kanpur,Gated Society,Unfurnished,Duplex,0,513929.0,38,276.2491694286728
2020.329714,2.0,2001,Kanpur,Gated Society,Semi-Furnished,Duplex,0,538305.0,23,266.44413348463974
1832.866736,4.0,1992,Prayagraj,Corner Plot,Unfurnished,Independent House,1,494298.0,32,269.68572798628173
1291.346763,7.0,2017,Lucknow,Residential Lane,Furnished,Apartment,0,429848.0,7,332.86798892142343
1973.936285,7.0,1999,Lucknow,Residential Lane,Semi-Furnished,Apartment,0,533298.0,25,270.16981452367395
8858.260499,4.0,2013,Delhi,Corner Plot,Unfurnished,Apartment,0,1273974.917,11,143.81773003219058
2290.972013,2.0,1993,Jaipur,Gated Society,Semi-Furnished,Independent House,0,548699.0,31,239.50489001455995
2075.091696,7.0,2020,Delhi,Residential Lane,Unfurnished,Apartment,0,609965.0,4,293.9460464208807
1968.852267,4.0,1995,Jaipur,Highway Facing,Semi-Furnished,Apartment,0,471386.0,29,239.42172193460974
1789.73183,4.0,1993,Jaipur,Residential Lane,Furnished,Independent House,0,487444.0,31,272.3558869710665
1989.23184,5.0,2011,Lucknow,Main Road,Semi-Furnished,Villa,0,653213.0,13,328.3744945486093
2111.76934,4.0,1988,Lucknow,Highway Facing,Semi-Furnished,Apartment,0,525335.0,36,248.76533153947582
3129.053914,5.0,1995,Noida,Corner Plot,Furnished,Duplex,0,861288.0,29,275.25508465879375
2530.433244,4.0,1993,Kanpur,Main Road,Semi-Furnished,Villa,1,689816.0,31,272.6078633513242
2201.545784,4.0,1992,Delhi,Highway Facing,Semi-Furnished,Apartment,0,543668.0,32,246.9483051186911
2747.175157,3.0,1998,Noida,Residential Lane,Semi-Furnished,Apartment,0,619009.0,26,225.32563983869775
1923.669121,6.0,2008,Jaipur,Highway Facing,Semi-Furnished,Apartment,0,484622.0,16,251.92586121467406
2222.676088,5.0,2007,Jaipur,Gated Society,Semi-Furnished,Apartment,0,599370.0,17,269.66142445853313
3245.147633,2.0,2010,Jaipur,Corner Plot,Semi-Furnished,Independent House,0,757542.0,14,233.43837805606546
2852.380011,3.0,2011,Lucknow,Corner Plot,Semi-Furnished,Apartment,1,695554.0,13,243.85039767409867
1592.591085,6.0,2002,Jaipur,Main Road,Unfurnished,Apartment,0,416426.0,22,261.4770382191358
1874.649036,3.0,1994,Prayagraj,Corner Plot,Semi-Furnished,Duplex,0,465479.0,30,248.3019440231905
1500.976553,5.0,2021,Lucknow,Main Road,Furnished,Independent House,0,517761.0,3,344.94942573563304
2348.532242,5.0,2006,Noida,Residential Lane,Semi-Furnished,Apartment,0,589247.0,18,250.90011091276298
1684.954672,4.0,2002,Noida,Residential Lane,Unfurnished,Apartment,0,406783.0,22,241.42073775620239
2569.268554,6.0,2015,Indore,Main Road,Semi-Furnished,Villa,0,787687.0,9,306.5802517115927
2036.971506,2.0,2016,Delhi,Corner Plot,Unfurnished,Duplex,0,568739.0,8,279.2081275190896
2632.523417,4.0,1999,Delhi,Gated Society,Semi-Furnished,Apartment,0,689382.0,25,261.87117483863204
2199.264653,4.0,1993,Prayagraj,Highway Facing,Semi-Furnished,Apartment,0,503304.0,31,228.8510386021286
2141.408992,5.0,2003,Noida,Highway Facing,Furnished,Duplex,0,630502.0,21,294.43324575336425
1874.297721,5.0,2013,Lucknow,Gated Society,Unfurnished,Villa,1,692626.0,11,369.53894370124993
1248.355498,2.0,1990,Gurugram,Highway Facing,Semi-Furnished,Independent House,0,420714.0,34,337.0145769166148
2448.098517,5.0,2021,Indore,Residential Lane,Semi-Furnished,Independent House,0,631656.0,3,258.01902807982464
2065.371078,6.0,2015,Jaipur,Corner Plot,Unfurnished,Independent House,0,589617.0,9,285.4775135957433
1905.443606,7.0,2022,Gurugram,Highway Facing,Furnished,Apartment,0,611146.0,2,320.7368604746836
2214.614756,7.0,1997,Prayagraj,Residential Lane,Unfurnished,Duplex,1,610625.0,27,275.72515641632435
2142.267761,2.0,2013,Noida,Main Road,Unfurnished,Apartment,0,525838.0,11,245.4585787887418
2439.43141,7.0,2009,Indore,Corner Plot,Semi-Furnished,Apartment,0,608409.0,15,249.4060695889785
2270.74578,3.0,1985,Prayagraj,Main Road,Unfurnished,Apartment,0,450512.0,39,198.39825486761444
2043.233033,7.0,2001,Jaipur,Residential Lane,Semi-Furnished,Apartment,1,581738.0,23,284.71446506806745
1778.1129,7.0,1990,Indore,Gated Society,Furnished,Apartment,1,556191.0,34,312.7984730328428
2201.545784,6.0,2020,Indore,Residential Lane,Semi-Furnished,Duplex,1,444230.0,4,201.7809501071907
1884.254583,2.0,1985,Kanpur,Main Road,Furnished,Apartment,0,419106.0,39,222.42535790080126
1514.841652,7.0,1992,Indore,Main Road,Furnished,Duplex,0,546877.0,32,361.01265058164637
1803.202861,2.0,2016,Gurugram,Main Road,Semi-Furnished,Apartment,0,499389.0,8,276.94554550731715
1413.23624,6.0,2001,Lucknow,Corner Plot,Furnished,Independent House,0,504999.0,23,357.33516145892213
831.2829126,6.0,1999,Gurugram,Corner Plot,Furnished,Duplex,0,447061.0,25,537.7964507916195
2258.964379,2.0,2008,Kanpur,Corner Plot,Semi-Furnished,Independent House,0,533074.0,16,235.9815873838531
1985.149908,4.0,2006,Noida,Highway Facing,Furnished,Independent House,1,636029.0,18,320.39343600040104
1466.196406,4.0,2005,Jaipur,Corner Plot,Semi-Furnished,Independent House,1,512052.0,19,349.23834071927195
2573.308431,5.0,2001,Kanpur,Highway Facing,Semi-Furnished,Independent House,0,635520.0,23,246.9661204790107
2363.604129,6.0,2019,Indore,Gated Society,Furnished,Villa,0,782560.0,5,331.08759220652047
2362.377916,5.0,1985,Gurugram,Gated Society,Furnished,Independent House,0,699940.0,39,296.28621028812563
2269.953916,4.0,2000,Noida,Residential Lane,Semi-Furnished,Apartment,0,553365.0,24,243.7780767704361
1679.775181,4.0,2014,Gurugram,Main Road,Semi-Furnished,Independent House,0,563639.0,10,335.54430758076546
2504.462549,3.0,1995,Kanpur,Highway Facing,Furnished,Apartment,0,560917.0,29,223.967014489383
2140.037119,7.0,1998,Gurugram,Highway Facing,Furnished,Apartment,0,634025.0,26,296.2682256166978
1584.123173,2.0,2015,Kanpur,Gated Society,Semi-Furnished,Independent House,1,511388.0,9,322.8208568097249
1049.478968,2.0,2001,Lucknow,Gated Society,Furnished,Villa,1,485336.0,23,462.45424138885653
3809.998551,5.0,1987,Lucknow,Residential Lane,Semi-Furnished,Apartment,1,809701.0,37,212.52002833110788
2492.31531,5.0,1988,Lucknow,Highway Facing,Furnished,Duplex,0,642327.0,36,257.72300857069325
1663.44941,6.0,2015,Delhi,Highway Facing,Semi-Furnished,Duplex,0,630978.0,9,379.31901998750897
2258.883158,2.0,1998,Delhi,Highway Facing,Unfurnished,Villa,0,657681.0,26,291.1531734922962
2392.377086,5.0,2010,Gurugram,Highway Facing,Unfurnished,Duplex,0,691366.0,14,288.9870514334127
1386.672582,6.0,2003,Kanpur,Main Road,Unfurnished,Apartment,0,411902.0,21,297.0434443911144
1430.506864,2.0,1996,Kanpur,Main Road,Furnished,Apartment,0,330526.0,28,231.05516535291508
3132.513796,5.0,1994,Delhi,Gated Society,Semi-Furnished,Apartment,1,848126.0,30,270.7493263343316
2098.946699,6.0,2016,Noida,Main Road,Unfurnished,Duplex,1,668447.0,8,318.46782975407035
2436.012406,7.0,2002,Prayagraj,Main Road,Unfurnished,Apartment,1,631611.0,22,259.28069924615977
2478.22405,3.0,1989,Prayagraj,Residential Lane,Furnished,Independent House,1,645516.0,35,260.4752383062379
2480.856945,2.0,2017,Indore,Gated Society,Semi-Furnished,Duplex,1,680453.0,7,274.2814338293093
2162.587454,5.0,1996,Delhi,Highway Facing,Semi-Furnished,Independent House,0,696907.0,28,322.2561005387207
2378.643204,3.0,1998,Noida,Main Road,Furnished,Villa,0,726365.0,26,305.36946389375345
1299.495593,6.0,2003,Kanpur,Highway Facing,Semi-Furnished,Independent House,0,416729.0,21,320.68519681389944
2411.00703,2.0,2009,Gurugram,Corner Plot,Unfurnished,Apartment,0,569403.0,15,236.16812100294868
2586.685831,4.0,2007,Noida,Corner Plot,Unfurnished,Independent House,0,652905.0,17,252.40985672681796
2656.468768,4.0,1988,Noida,Highway Facing,Semi-Furnished,Apartment,0,597546.0,36,224.9399681253847
1758.458343,5.0,2008,Delhi,Corner Plot,Furnished,Apartment,0,521830.0,16,296.75425754455875
1559.360331,3.0,2000,Kanpur,Corner Plot,Semi-Furnished,Independent House,1,457205.0,24,293.20035331846594
2331.92176,4.0,2005,Delhi,Main Road,Semi-Furnished,Independent House,0,692499.0,19,296.96493762295006
1479.160001,6.0,2017,Kanpur,Main Road,Unfurnished,Independent House,1,493112.0,7,333.37299525854337
2716.297989,3.0,2015,Noida,Gated Society,Semi-Furnished,Apartment,0,661917.0,9,243.68349963093831
1375.897058,7.0,2009,Kanpur,Highway Facing,Furnished,Independent House,0,511841.0,15,372.00530157685677
1852.873912,4.0,2019,Kanpur,Residential Lane,Semi-Furnished,Apartment,0,457032.0,5,246.66114463594434
1690.895957,4.0,2020,Indore,Residential Lane,Unfurnished,Villa,1,560322.0,4,331.3757997234362
2719.790297,6.0,2000,Jaipur,Gated Society,Furnished,Independent House,1,795024.0,24,292.31077148739456
1415.245383,2.0,1986,Noida,Gated Society,Unfurnished,Independent House,0,417392.0,38,294.9255337722589
2480.447144,5.0,1988,Jaipur,Gated Society,Furnished,Villa,1,793977.0,36,320.0943031261786
2608.945815,6.0,2001,Kanpur,Main Road,Furnished,Independent House,0,707866.0,23,271.3226146477097
2036.720081,6.0,1997,Jaipur,Highway Facing,Unfurnished,Independent House,1,601560.0,27,295.3572293079385
2221.480966,6.0,1997,Indore,Highway Facing,Furnished,Independent House,0,632098.0,27,284.53901234101323
3102.567509,7.0,2023,Gurugram,Main Road,Semi-Furnished,Independent House,0,888507.0,1,286.3779748297493
3083.534904,4.0,1987,Jaipur,Main Road,Semi-Furnished,Apartment,0,682270.0,37,221.26229189588574
2201.545784,5.0,1997,Prayagraj,Highway Facing,Semi-Furnished,Independent House,0,474108.0,27,215.35232355631084
1870.608995,7.0,1988,Jaipur,Main Road,Furnished,Apartment,0,555865.0,36,297.1572367532639
2029.284955,6.0,2007,Noida,Residential Lane,Semi-Furnished,Duplex,1,635211.0,17,313.0220812187512
2609.948398,7.0,2013,Kanpur,Highway Facing,Semi-Furnished,Independent House,0,695674.0,11,266.5470323218245
1924.403734,4.0,1992,Noida,Gated Society,Unfurnished,Apartment,0,510822.0,32,265.44429891446055
1876.679032,5.0,2021,Jaipur,Highway Facing,Semi-Furnished,Independent House,1,596353.0,3,317.77037513146786
2493.814324,3.0,1985,Lucknow,Main Road,Unfurnished,Duplex,1,608805.0,39,244.1260338193486
3689.653872,7.0,2006,Noida,Residential Lane,Furnished,Independent House,0,963079.0,18,261.02150321161616
2088.250595,5.0,1991,Indore,Highway Facing,Furnished,Independent House,0,554383.0,33,265.47723789826097
3227.731771,2.0,2013,Noida,Highway Facing,Furnished,Apartment,0,745818.0,11,231.06566868440072
2215.654897,6.0,1994,Indore,Corner Plot,Unfurnished,Apartment,0,518809.0,30,234.15605052143644
2190.887375,4.0,2006,Prayagraj,Main Road,Semi-Furnished,Apartment,0,527060.0,18,240.56918945913412
2264.557,4.0,2019,Kanpur,Main Road,Furnished,Apartment,1,620494.0,5,274.00237662377236
2598.525478,5.0,2011,Delhi,Main Road,Semi-Furnished,Independent House,1,801207.0,13,308.3314005513091
1020.531873,4.0,1986,Prayagraj,Highway Facing,Semi-Furnished,Apartment,0,249726.0,38,244.7018134435082
1476.949432,3.0,2019,Gurugram,Highway Facing,Furnished,Independent House,0,489544.0,5,331.45616863611076
1461.281103,7.0,1985,Kanpur,Main Road,Semi-Furnished,Apartment,1,440910.0,39,301.72839373260547
2632.569588,4.0,1986,Prayagraj,Highway Facing,Unfurnished,Apartment,0,510047.0,38,193.74492599357643
1497.183426,5.0,2024,Prayagraj,Residential Lane,Semi-Furnished,Apartment,0,421508.0,0,281.5339741811969
2638.404448,5.0,2015,Prayagraj,Corner Plot,Semi-Furnished,Apartment,1,620978.0,9,235.36118598902547
2044.298082,5.0,1993,Indore,Highway Facing,Semi-Furnished,Apartment,1,500074.0,31,244.6189253921141
2732.238624,6.0,2006,Lucknow,Residential Lane,Semi-Furnished,Independent House,0,698404.0,18,255.61603363088977
1922.88841,4.0,2002,Indore,Main Road,Semi-Furnished,Villa,0,606012.0,22,315.157133845328
1945.314831,5.0,2023,Delhi,Corner Plot,Furnished,Duplex,0,640439.0,1,329.2212601241408
1415.690036,6.0,1985,Indore,Main Road,Unfurnished,Apartment,0,378914.0,39,267.65322236116947
2518.926761,4.0,1987,Jaipur,Main Road,Semi-Furnished,Villa,0,711065.0,37,282.2888743766854
1471.048489,6.0,2022,Lucknow,Corner Plot,Furnished,Apartment,0,431858.0,2,293.5715601690136
1753.693628,6.0,2024,Kanpur,Corner Plot,Unfurnished,Independent House,1,557210.0,0,317.7350884461331
1525.981336,4.0,1997,Kanpur,Residential Lane,Semi-Furnished,Apartment,0,347356.0,27,227.62794786895086
2545.010161,3.0,2020,Noida,Highway Facing,Unfurnished,Duplex,1,725112.0,4,284.9151689496928
2638.25812,5.0,2013,Jaipur,Corner Plot,Unfurnished,Apartment,0,599145.0,11,227.09870404947338
2201.545784,6.0,2011,Prayagraj,Highway Facing,Unfurnished,Independent House,1,670934.0,13,304.7558696603513
2645.817856,7.0,1989,Gurugram,Highway Facing,Furnished,Apartment,1,763060.0,35,288.4023169885206
2568.292448,4.0,1992,Delhi,Gated Society,Furnished,Apartment,0,715063.0,32,278.41961711051994
2009.275633,4.0,1988,Noida,Corner Plot,Semi-Furnished,Apartment,0,496325.0,36,247.01688103336494
2085.357141,5.0,2004,Indore,Highway Facing,Furnished,Independent House,0,570302.0,20,273.47929464327666
2019.869049,5.0,1992,Jaipur,Residential Lane,Semi-Furnished,Apartment,0,502364.0,32,248.71117276078428
1768.191844,3.0,2013,Gurugram,Residential Lane,Unfurnished,Apartment,0,433859.0,11,245.3687372624257
2965.621313,5.0,2002,Delhi,Gated Society,Unfurnished,Duplex,0,828612.0,22,279.4058689717813
1797.813238,7.0,1994,Jaipur,Main Road,Semi-Furnished,Duplex,0,592005.0,30,329.29171255774236
2625.645988,4.0,1985,Gurugram,Main Road,Furnished,Independent House,0,724737.0,39,276.02235918789825
2337.858368,5.0,1985,Indore,Corner Plot,Semi-Furnished,Apartment,0,546994.0,39,233.97225746739502
1104.462004,6.0,2021,Noida,Highway Facing,Furnished,Villa,1,578103.0,3,523.4249778682291
1834.028192,4.0,2018,Noida,Gated Society,Furnished,Apartment,0,558889.0,6,304.7330474187171
3124.508034,3.0,1999,Delhi,Highway Facing,Furnished,Apartment,0,767255.0,25,245.56025833537672
2372.947952,4.0,2017,Kanpur,Residential Lane,Furnished,Apartment,0,555734.0,7,234.1956129006575
1485.051526,6.0,1990,Indore,Gated Society,Unfurnished,Apartment,1,435255.0,34,293.0908405396299
1930.585093,5.0,2010,Kanpur,Main Road,Furnished,Villa,0,647168.0,14,335.2185833955365
1503.206808,5.0,2020,Prayagraj,Residential Lane,Semi-Furnished,Apartment,0,375473.0,4,249.7813328157838
1325.421993,5.0,2003,Delhi,Residential Lane,Unfurnished,Independent House,1,436812.0,21,329.5644725279581
1787.83693,4.0,2010,Lucknow,Highway Facing,Semi-Furnished,Independent House,0,497243.0,14,278.1254775848041
1613.5963,5.0,2006,Lucknow,Gated Society,Unfurnished,Independent House,1,576355.0,18,357.1866147685143
1841.505942,3.0,1994,Delhi,Gated Society,Furnished,Apartment,0,550517.0,30,298.9493476204053
2071.796693,2.0,1988,Indore,Highway Facing,Furnished,Independent House,1,551990.0,36,266.4305826266709
1420.684975,4.0,2003,Jaipur,Main Road,Semi-Furnished,Apartment,1,401893.0,21,282.8867814273886
1930.186041,4.0,2019,Delhi,Corner Plot,Semi-Furnished,Apartment,0,568335.0,5,294.4457103759565
2604.906282,2.0,1990,Delhi,Highway Facing,Furnished,Apartment,0,614288.0,34,235.8196163312105
1978.897461,4.0,2003,Noida,Corner Plot,Furnished,Apartment,1,595384.0,21,300.8665237758876
2218.70509,3.0,2015,Delhi,Residential Lane,Furnished,Apartment,0,622610.0,9,280.61863778389767
1371.411108,6.0,2013,Indore,Highway Facing,Semi-Furnished,Apartment,0,394977.0,11,288.00772991843087
2975.048116,2.0,1985,Noida,Residential Lane,Unfurnished,Duplex,1,696735.0,39,234.1928509501794
2201.545784,3.0,2003,Lucknow,Gated Society,Semi-Furnished,Duplex,0,550840.0,21,250.2060161561464
2043.640439,5.0,2009,Gurugram,Highway Facing,Semi-Furnished,Apartment,0,566017.0,15,276.9650615628672
2973.980975,6.0,2016,Gurugram,Gated Society,Furnished,Apartment,0,821611.0,8,276.266394071334
2201.545784,7.0,1999,Prayagraj,Gated Society,Semi-Furnished,Duplex,0,789685.0,25,358.6956972410618
1502.219413,3.0,2024,Jaipur,Main Road,Furnished,Apartment,1,515158.0,0,342.931262598455
700.0,5.0,2015,Jaipur,Residential Lane,Semi-Furnished,Apartment,0,270983.0,9,387.11857142857144
3053.184897,7.0,1998,Prayagraj,Residential Lane,Semi-Furnished,Independent House,0,728654.0,26,238.65374177501047
2371.150508,3.0,2008,Indore,Highway Facing,Furnished,Independent House,0,588530.0,16,248.2044045767507
2091.447816,3.0,1997,Prayagraj,Residential Lane,Semi-Furnished,Villa,0,582270.0,27,278.405225100773
2225.54185,5.0,1996,Prayagraj,Residential Lane,Furnished,Apartment,0,508711.0,28,228.5784920198198
3257.004514,7.0,1989,Lucknow,Highway Facing,Furnished,Apartment,1,749900.0,35,230.2422353965457
700.0,3.0,2010,Noida,Highway Facing,Semi-Furnished,Apartment,1,335518.0,14,479.31142857142856
2415.16513,5.0,2011,Delhi,Main Road,Semi-Furnished,Apartment,1,720602.0,13,298.36552004210165
2123.110595,5.0,2005,Jaipur,Gated Society,Unfurnished,Apartment,0,541348.0,19,254.97870967009138
2093.682675,4.0,2001,Delhi,Residential Lane,Unfurnished,Independent House,0,611751.0,23,292.18897749153894
2126.84826,6.0,2017,Jaipur,Corner Plot,Unfurnished,Apartment,0,520857.0,7,244.89617327001972
2486.209228,5.0,1993,Delhi,Corner Plot,Unfurnished,Apartment,0,626427.0,31,251.9606929879837
2159.528696,4.0,2009,Indore,Main Road,Semi-Furnished,Apartment,0,545906.0,15,252.78941697378585
3001.856563,5.0,2022,Delhi,Highway Facing,Furnished,Apartment,0,822372.0,2,273.95446209399717
3008.381342,4.0,2014,Gurugram,Highway Facing,Semi-Furnished,Apartment,0,721908.0,10,239.96558877740839
1496.154943,4.0,2007,Kanpur,Corner Plot,Semi-Furnished,Independent House,0,415259.0,17,277.5507990952779
2056.110556,7.0,1991,Indore,Highway Facing,Semi-Furnished,Apartment,0,490359.0,33,238.48863504400003
2267.606201,4.0,2013,Jaipur,Gated Society,Semi-Furnished,Duplex,0,640963.0,11,282.66063116132744
2799.245121,6.0,1990,Prayagraj,Residential Lane,Semi-Furnished,Apartment,1,690441.0,34,246.6525688730494
2400.966833,4.0,2007,Noida,Corner Plot,Unfurnished,Apartment,0,578269.0,17,240.84839159458727
2481.933632,6.0,2004,Indore,Residential Lane,Furnished,Apartment,0,602814.0,20,242.88078948921708
1811.629263,6.0,1997,Delhi,Gated Society,Furnished,Independent House,0,653566.0,27,360.7614501201618
1981.586568,4.0,2004,Kanpur,Highway Facing,Furnished,Independent House,0,538539.0,20,271.77162416050453
1516.801512,5.0,2017,Indore,Main Road,Unfurnished,Independent House,0,496976.0,7,327.6473527144005
2390.683696,6.0,1993,Jaipur,Main Road,Furnished,Villa,0,726191.0,31,303.75871187603565
2559.976622,6.0,2015,Kanpur,Highway Facing,Unfurnished,Apartment,0,580428.0,9,226.73175802149962
2700.004828,4.0,1990,Lucknow,Residential Lane,Furnished,Apartment,1,610911.0,34,226.2629287416963
2343.45408,7.0,2010,Noida,Gated Society,Furnished,Apartment,0,715475.0,14,305.3078812621752
1651.080221,5.0,1997,Prayagraj,Gated Society,Furnished,Duplex,1,572534.0,27,346.7632842535275
1977.198896,3.0,1988,Delhi,Main Road,Furnished,Apartment,0,565708.0,36,286.1158789560643
1588.521935,3.0,2013,Kanpur,Gated Society,Furnished,Apartment,0,430739.0,11,271.1570992565488
2131.099206,5.0,2023,Indore,Gated Society,Unfurnished,Duplex,0,607874.0,1,285.2396539253368
2855.099876,4.0,1996,Prayagraj,Gated Society,Semi-Furnished,Independent House,0,687675.0,28,240.85847426235534
2174.666228,5.0,2005,Indore,Main Road,Unfurnished,Apartment,0,511356.0,19,235.1422914542084
2988.870318,2.0,2012,Lucknow,Gated Society,Semi-Furnished,Duplex,1,780922.0,12,261.2766419797542
3159.521129,7.0,2008,Jaipur,Corner Plot,Semi-Furnished,Villa,0,896391.0,16,283.71103195746343
1440.026367,5.0,1999,Gurugram,Main Road,Semi-Furnished,Apartment,0,434716.0,25,301.88058355184273
